trade_id,ticker,company_name,exchange,sector,trade_date,open_price_inr,high_price_inr,low_price_inr,close_price_inr,prev_close_inr,volume,market_cap_cr,pe_ratio,pb_ratio,dividend_yield,beta,52w_high_inr,52w_low_inr,nifty50_weight,portfolio,analyst_rating,shares_held,purchase_price_inr,currency,broker_notes,data_feed
IN004467,ASIANPAINT,Asian Paints,BSE,Consumer Goods,2020-04-15,3142.29,3203.4,3042.86,3089.5,3135.34,,1436607.04,,8.24,3.383,,3170.2,2591.14,0.5,Sectoral_Portfolio,Strong Buy,754.0,3557.19,INR,,
IN004754,HDFCBANK,HDFC Bank,NSE,Banking,2020-03-30,1642.13,1643.67,1622.4,1631.19,1634.83,1217323.0,675475.79,15.98,4.47,3.3,0.742,1980.83,1400.8,0.5,Sectoral_Portfolio,Strong Buy,1483.0,1334.03,INR,,
IN003810,INFY,Infosys,NSE,Technology,2020-10-21,1430.46,1459.25,1330.57,1371.45,1360.53,4799364.0,1496074.26,74.75,7.08,0.309,1.485,1805.31,1356.74,5.1,Nifty50_Portfolio,Hold,1868.0,1126.9,INR,,
IN001272,HINDUNILVR,Hindustan Unilever,NSE,FMCG,2020-12-01,2609.67,2620.58,2452.83,2455.43,2484.26,1925728.0,554995.72,70.04,3.02,2.931,1.153,2917.41,2052.33,,Midcap_Portfolio,Strong Buy,463.0,2201.06,INR,,
IN003528,MARUTI,Maruti Suzuki,BSE,Automobile,2023-11-28,9655.01,10342.34,9379.75,10201.33,9952.09,3982138.0,1393682.64,72.53,13.43,2.923,1.658,11449.75,6847.99,,Midcap_Portfolio,Buy,855.0,11036.09,INR,,
IN004576,BHARTIARTL,Bharti Airtel,NSE,Telecom,2021-05-24,880.95,906.14,867.0,896.71,910.97,2353701.0,221249.92,33.08,4.58,1.311,1.445,1120.19,816.5,0.5,Sectoral_Portfolio,Buy,1310.0,772.37,INR,,
IN003209,SBIN,State Bank of India,NSE,Banking,2021-12-10,588.66,597.59,550.15,554.7,571.96,1519123.0,541511.61,48.07,3.97,3.179,1.242,749.45,446.91,1.2,Sectoral_Portfolio,Buy,18.0,692.97,INR,,
IN004210,TITAN,Titan Company,BSE,Consumer Goods,2021-09-08,3523.74,3564.68,3244.87,3277.73,3369.09,2848494.0,,54.23,14.42,2.518,1.966,3959.26,2897.1,3.5,Sectoral_Portfolio,Buy,1870.0,4191.04,INR,,
IN000348,RELIANCE,Reliance Industries,NSE,Energy,2020-03-11,2156.8,2214.83,2016.21,2056.27,2082.53,2415817.0,2098009.77,65.79,10.32,1.747,1.731,2350.55,1477.02,0.5,Midcap_Portfolio,Hold,1376.0,2149.19,INR,,
IN004017,HCLTECH,HCL Technologies,NSE,Technology,2020-12-25,1506.11,1544.12,1394.84,1421.83,1447.69,955622.0,1432426.44,36.01,9.34,1.331,0.634,1823.27,984.11,5.1,Sectoral_Portfolio,Sell,1189.0,1336.84,INR,,
IN004700,ASIANPAINT,Asian Paints,BSE,Consumer Goods,2023-04-25,2942.87,3144.5,2906.84,3107.43,2984.67,911076.0,1348227.73,37.93,3.54,2.539,1.604,3760.94,2131.86,2.3,Midcap_Portfolio,Underperform,-418.0,2314.16,INR,,
IN002563,MARUTI,Maruti Suzuki,BSE,Automobile,2023-01-02,9771.43,9904.5,9247.38,9394.97,9539.22,3261389.0,3903456.62,77.13,1.57,,0.414,11747.36,7917.85,0.5,Sectoral_Portfolio,Strong Buy,710.0,12459.85,INR,,
IN004665,SUNPHARMA,Sun Pharmaceutical,BSE,Pharma,2021-11-04,1233.18,1247.81,1152.21,1157.53,1171.74,4677976.0,604430.03,15.78,4.41,3.566,1.411,1478.69,870.37,5.1,Sectoral_Portfolio,N/A,1156.0,1208.95,INR,,
IN001424,MARUTI,Maruti Suzuki,BSE,Automobile,2023-10-05,9743.57,10464.06,9664.39,,10558.07,3321334.0,2042671.68,77.7,8.27,2.708,1.735,13118.41,6330.87,2.3,Sectoral_Portfolio,Hold,1014.0,11206.7,INR,,
IN000657,SUNPHARMA,Sun Pharmaceutical,BSE,Pharma,2023-12-08,1247.91,1329.93,1246.65,1297.51,1284.0,1072829.0,1034779.51,,11.59,,0.653,1344.94,958.59,1.2,Nifty50_Portfolio,Strong Buy,763.0,1035.36,INR,,
IN002103,HCLTECH,HCL Technologies,NSE,Technology,2024-02-09,1561.33,1609.11,1557.43,1593.09,1566.84,2515420.0,540741.94,33.0,12.07,1.746,1.196,1869.32,914.91,0.0,Midcap_Portfolio,Buy,1551.0,1571.24,INR,,
IN000633,ONGC,Oil & Natural Gas Corp,NSE,Energy,2024-04-22,268.14,280.63,261.32,278.78,275.41,1830758.0,202161.82,,6.63,1.894,1.926,294.37,198.43,0.0,Midcap_Portfolio,Buy,96.0,227.75,INR,,
IN004072,AXISBANK,Axis Bank,BSE,Banking,2024-11-11,1129.0,1180.72,1112.57,1147.64,1184.11,2139187.0,1034554.15,27.54,13.15,0.877,0.408,1419.62,995.07,,Midcap_Portfolio,Underperform,89.0,1226.45,INR,,
IN002494,HDFCBANK,HDFC Bank,NSE,,2021-10-07,1677.43,1702.65,1550.9,1591.24,1529.67,1707631.0,708413.95,67.42,13.93,1.624,1.354,1693.6,1337.8,,Nifty50_Portfolio,Hold,1545.0,1276.28,INR,,
IN002666,BHARTIARTL,Bharti Airtel,NSE,Telecom,2022-09-05,894.62,970.32,875.37,957.16,919.4,4077680.0,505953.64,9.66,7.07,2.097,1.202,1251.53,737.44,5.1,Midcap_Portfolio,Strong Buy,528.0,1060.46,INR,,
IN003334,NTPC,NTPC Limited,NSE,Utilities,2023-01-12,354.32,358.52,342.06,,354.24,4253914.0,37912.35,66.85,4.83,2.159,0.912,371.56,274.14,3.5,Nifty50_Portfolio,Hold,696.0,407.49,INR,,
IN003793,HCLTECH,HCL Technologies,NSE,,10-06-2024,1548.13,1558.01,1431.86,1455.08,1458.47,1209946.0,"₹1,272,841 Cr",75.06,6.98,0.569,1.061,1844.81,1042.82,,Nifty50_Portfolio,Buy,71.0,1136.05,INR,,
IN003426,SUNPHARMA,Sun Pharmaceutical,BSE,Pharma,2022-07-15,1205.92,1218.99,1115.03,1134.61,1094.63,3197848.0,249702.26,22.77,8.46,0.371,1.565,1517.22,792.61,,Sectoral_Portfolio,Hold,736.0,902.3,INR,,
IN003211,POWERGRID,Power Grid Corporation,BSE,Utilities,2022-05-09,256.87,267.22,250.24,259.77,257.62,1445489.0,77214.46,13.76,10.81,,0.748,265.76,181.32,3.5,Midcap_Portfolio,Strong Buy,1930.0,257.71,INR,,
IN003723,RELIANCE,Reliance Industries,NSE,Energy,2023-08-17,2248.84,2289.83,2247.16,2278.31,2333.42,3891302.0,140624.34,12.88,2.01,2.594,1.542,2865.34,1697.78,1.2,Sectoral_Portfolio,Hold,524.0,2476.8,INR,,
IN002501,ONGC,Oil & Natural Gas Corp,NSE,Energy,2023-07-13,271.51,279.25,264.64,,273.86,1989912.0,118142.53,35.98,1.18,2.771,1.05,305.68,169.17,0.5,Sectoral_Portfolio,,1139.0,252.66,INR,,
IN001466,TECHM,Tech Mahindra,NSE,Technology,2023-12-14,1274.55,1315.9,1261.33,1307.69,1267.15,3079915.0,158792.03,26.12,4.92,2.758,1.986,1689.41,841.13,0.5,Sectoral_Portfolio,Buy,677.0,1255.45,INR,,
IN003193,KOTAKBANK,Kotak Mahindra Bank,NSE,Banking,2021-06-25,1875.37,1898.47,1830.14,1861.88,1883.11,629443.0,763948.13,38.84,13.99,1.379,1.518,2011.42,1388.43,5.1,Nifty50_Portfolio,Buy,1169.0,1721.92,INR,,
IN000116,ICICIBANK,ICICI Bank,NSE,Banking,2022-04-19,957.7,977.06,915.49,936.39,939.63,4731118.0,163940.34,30.19,12.19,2.671,0.893,1148.65,860.12,0.5,Nifty50_Portfolio,Buy,1977.0,802.73,INR,,
IN001822,HCLTECH,HCL Technologies,NSE,Technology,2022-08-08,1548.25,1595.79,1508.77,1565.46,1544.24,482082.0,"₹510,222 Cr",51.61,3.49,0.786,1.177,2020.05,1135.24,5.1,Sectoral_Portfolio,Sell,671.0,1739.14,INR,,
IN001495,TITAN,Titan Company,BSE,Consumer Goods,2024-11-13,3391.16,3449.44,3207.41,3248.58,3239.73,4205644.0,,73.56,,2.115,1.243,4272.15,2654.83,2.3,Sectoral_Portfolio,Buy,1366.0,3790.16,INR,,
IN002402,KOTAKBANK,Kotak Mahindra Bank,NSE,Banking,2020-12-04,1885.1,1921.23,1727.4,1759.52,1702.45,-100000.0,1518344.15,53.48,14.8,3.862,1.473,2139.12,1519.26,5.1,Sectoral_Portfolio,Hold,809.0,1744.69,INR,,
IN001233,WIPRO,Wipro,BSE,Technology,2023-03-27,491.25,497.02,456.16,467.09,479.42,4447768.0,195699.93,67.96,12.69,0.232,1.497,630.55,310.89,3.5,Sectoral_Portfolio,Buy,536.0,623.79,INR,,
IN002662,LT,Larsen & Toubro,NSE,Infrastructure,2024-10-07,3354.32,3427.32,3277.93,3422.77,3559.08,4981457.0,2037860.3,49.43,10.31,3.739,1.847,3955.95,2501.19,2.3,Midcap_Portfolio,Buy,1221.0,2541.3,INR,,
IN002818,BHARTIARTL,Bharti Airtel,NSE,Telecom,2024-03-27,937.58,964.87,934.59,964.65,949.91,3908311.0,151167.85,48.39,9.87,0.774,0.62,1020.38,615.46,0.0,Nifty50_Portfolio,Strong Buy,1659.0,871.18,INR,,
IN004785,AXISBANK,Axis Bank,BSE,Banking,2020-10-20,1120.56,1147.56,1118.56,1127.34,1145.11,2918141.0,182411.15,58.27,8.84,2.096,1.674,1199.08,789.83,1.2,Nifty50_Portfolio,Strong Buy,1426.0,1208.22,INR,,
IN004648,HINDUNILVR,Hindustan Unilever,NSE,FMCG,2020-02-07,2503.08,2572.38,2435.05,2449.27,2365.19,4320227.0,,62.38,4.84,0.757,0.598,2678.92,2345.06,3.5,Midcap_Portfolio,Buy,609.0,2070.03,INR,,
IN001154,ADANIENT,Adani Enterprises,Bse,Conglomerate,2023-05-12,2889.49,2892.98,2685.95,2763.53,2752.1,2838119.0,2474901.96,22.37,,3.138,1.607,2962.45,2005.35,0.5,Nifty50_Portfolio,Underperform,662.0,2186.57,INR,,
IN004443,RELIANCE,Reliance Industries,NSE,Energy,2024-07-22,2240.8,2356.59,2239.65,2352.26,2287.75,4204830.0,342792.03,48.23,14.7,1.827,1.831,2901.83,1865.02,3.5,Nifty50_Portfolio,Buy,1472.0,2499.21,INR,,
IN000058,SBIN,State Bank of India,NSE,,2024-05-22,606.68,611.92,558.18,567.16,565.43,3538190.0,521282.75,69.47,7.84,3.798,0.64,749.66,445.46,0.5,Nifty50_Portfolio,Strong Buy,613.0,640.14,INR,,
IN003517,NESTLEIND,Nestle India,BSE,FMCG,2021-01-27,22540.61,22964.26,20948.97,21151.88,20980.47,1766961.0,19907800.46,40.64,12.65,1.77,0.779,26800.47,15824.45,0.5,Midcap_Portfolio,Hold,764.0,19717.61,INR,,
IN004360,ULTRACEMCO,UltraTech Cement,BSE,Infrastructure,2023-09-05,9349.92,10133.61,9307.49,9873.36,10229.44,4062037.0,1594553.92,14.18,13.75,3.114,1.616,12563.34,7026.11,3.5,Sectoral_Portfolio,Buy,280.0,8929.24,INR,,
IN003153,NESTLEIND,Nestle India,BSE,FMCG,2021-04-15,21584.63,21647.87,20540.2,21040.86,21796.7,4019306.0,2418668.94,34.41,11.11,1.876,,29149.9,18998.82,0.0,Nifty50_Portfolio,Buy,444.0,18741.3,INR,,
IN001736,BAJFINANCE,Bajaj Finance,NSE,NBFC,2024-02-15,7207.41,7413.29,6781.58,6783.35,6945.07,3285499.0,2741594.29,,,0.515,1.314,8202.4,5654.84,2.3,Midcap_Portfolio,Strong Buy,1893.0,8138.08,INR,,
IN002824,INFY,Infosys,NSE,Technology,2021-06-15,1517.43,1528.69,1481.85,1515.15,1559.73,647783.0,357432.42,70.2,7.75,2.518,0.864,1749.23,1409.46,1.2,Sectoral_Portfolio,,731.0,1621.98,INR,,
IN002197,ULTRACEMCO,UltraTech Cement,BSE,Infrastructure,2020-12-14,9547.83,9775.36,9400.0,,9165.29,2058463.0,4498110.82,55.65,4.35,1.096,1.301,10519.36,8142.8,0.0,Nifty50_Portfolio,Buy,1113.0,10018.92,INR,,
IN003679,AXISBANK,Axis Bank,BSE,Banking,2020-06-16,1045.54,1105.71,1015.45,1096.72,1067.2,1005432.0,118036.43,74.67,3.69,1.814,0.932,1385.62,783.98,1.2,Sectoral_Portfolio,Underperform,294.0,1206.66,INR,,
IN002476,HDFCBANK,HDFC Bank,NSE,Banking,2023-08-09,1527.69,1554.75,1472.47,1496.22,1491.83,,429900.65,28.95,12.32,2.332,1.27,1714.63,983.83,1.2,Nifty50_Portfolio,Buy,1071.0,1585.39,INR,,
IN002565,BHARTIARTL,Bharti Airtel,NSE,Telecom,2020-04-23,869.63,889.76,851.55,869.11,865.61,3071298.0,246323.33,74.15,11.5,3.604,1.594,1097.95,803.14,2.3,Midcap_Portfolio,Buy,1574.0,706.88,INR,,
IN003276,ULTRACEMCO,UltraTech Cement,BSE,Infrastructure,2020-11-16,9366.8,9570.39,8822.14,9056.08,8961.92,3370591.0,,21.73,1.82,0.552,0.635,11008.14,7663.61,2.3,Midcap_Portfolio,Buy,1026.0,11259.89,INR,,
IN003958,WIPRO,Wipro,BSE,Technology,2023-08-21,496.93,527.77,487.54,518.02,525.13,4421088.0,395515.68,66.58,9.74,3.736,1.078,627.08,392.83,,Nifty50_Portfolio,Buy,737.0,468.98,INR,,
IN002609,TCS,Tata Consultancy Services,NSE,Technology,2020-03-25,3375.27,3665.57,3361.8,3587.38,3638.79,4633302.0,,26.63,14.48,0.261,1.72,4261.97,2942.03,2.3,Sectoral_Portfolio,,1778.0,3159.18,INR,,
IN003786,ICICIBANK,ICICI Bank,NSE,Banking,2023-02-20,935.63,982.92,929.15,979.87,1012.15,2354782.0,163774.92,15.27,3.4,3.507,1.145,1323.59,685.54,0.0,Sectoral_Portfolio,Sell,1731.0,859.71,INR,,
IN000708,POWERGRID,Power Grid Corporation,BSE,Utilities,2024-06-24,254.92,255.75,235.56,,232.13,4321974.0,113977.08,23.32,4.9,3.405,0.56,280.09,150.92,5.1,Nifty50_Portfolio,,741.0,294.7,INR,,
IN004352,ICICIBANK,ICICI Bank,NSE,BANKING,2023-07-26,924.64,985.47,912.04,961.55,961.84,1663729.0,670010.24,15.97,9.13,2.779,1.088,1094.69,602.76,3.5,Sectoral_Portfolio,Sell,1531.0,1017.21,INR,,
IN001094,HDFCBANK,HDFC Bank,NSE,Banking,2023-08-02,1618.3,1620.38,1497.09,1511.0,1490.9,3776754.0,1422382.44,31.81,14.92,0.785,1.522,2224.86,1078.94,0.5,Sectoral_Portfolio,Strong Buy,1492.0,1398.09,INR,,
IN004242,BAJFINANCE,Bajaj Finance,NSE,NBFC,2020-03-17,6767.75,6859.35,6261.28,6334.3,6567.93,4254512.0,1937284.71,30.12,14.83,2.613,,9428.14,4799.5,0.0,Midcap_Portfolio,,791.0,7471.77,INR,,
IN001377,TCS,Tata Consultancy Services,NSE,energy,2022-05-09,3635.2,3705.02,3310.6,3387.96,3356.74,654918.0,2980359.9,46.39,2.13,3.009,1.982,4751.37,2720.09,1.2,Midcap_Portfolio,Buy,620.0,2796.48,INR,,
IN004993,BHARTIARTL,Bharti Airtel,NSE,Telecom,2023-11-23,906.03,964.08,881.96,936.8,926.85,4894242.0,354568.34,29.52,12.17,,1.858,1145.03,599.77,2.3,Nifty50_Portfolio,Hold,1284.0,738.34,INR,,
IN000073,INFY,Infosys,NSE,Technology,2024-04-09,1467.83,1530.49,1456.37,1490.19,1503.5,3594091.0,731104.72,46.87,12.07,2.355,0.529,1686.36,1192.66,,Nifty50_Portfolio,Buy,310.0,1206.42,INR,,
IN001923,HCLTECH,HCL Technologies,NSE,Technology,2022-09-21,1458.05,1519.62,1455.52,1487.85,1460.93,2389892.0,1259015.33,,1.98,1.266,0.864,1930.67,1097.75,0.0,Midcap_Portfolio,Hold,937.0,1706.91,INR,,
IN003291,HCLTECH,HCL Technologies,NSE,,2021-12-24,1486.7,1516.72,1479.66,1484.56,1483.59,2411753.0,781708.28,53.13,5.37,0.525,1.576,1736.23,1398.92,2.3,Sectoral_Portfolio,Hold,1380.0,1168.47,INR,,
IN001765,SUNPHARMA,Sun Pharmaceutical,BSE,Pharma,2024-02-28,1175.96,1218.77,1151.5,1187.13,1140.61,1502260.0,604345.83,45.68,6.27,1.565,0.873,1561.81,1055.19,3.5,Midcap_Portfolio,Hold,1251.0,1493.71,INR,,
IN000744,TECHM,Tech Mahindra,NSE,Technology,2022-06-17,1265.55,1297.85,1198.22,1226.23,1210.92,,579386.85,65.18,8.15,2.189,1.361,1610.05,848.87,2.3,Midcap_Portfolio,Hold,1148.0,1107.2,INR,,
IN003993,ONGC,Oil & Natural Gas Corp,NSE,Energy,2023-10-31,273.42,297.35,268.85,289.65,296.31,4975375.0,55041.89,16.04,13.49,,,349.62,211.83,2.3,Midcap_Portfolio,Sell,979.0,300.52,INR,,
IN001006,LT,Larsen & Toubro,NSE,Infrastructure,2023-02-28,3191.73,3328.7,3162.51,3324.08,3196.26,2551447.0,2753307.69,33.4,10.71,3.362,,3760.03,2165.41,1.2,Midcap_Portfolio,Sell,1714.0,3671.44,INR,,
IN002669,BHARTIARTL,Bharti Airtel,N,Telecom,2021-09-10,908.79,948.42,906.43,939.27,904.46,1402642.0,799827.71,55.95,4.33,1.954,1.06,982.39,736.4,2.3,Sectoral_Portfolio,Buy,1187.0,760.12,INR,,
IN001191,KOTAKBANK,Kotak Mahindra Bank,NSE,Banking,2024-11-15,1791.28,1833.94,1742.2,1801.21,1813.83,4309657.0,487662.7,9.49,,3.111,0.957,2452.87,1335.3,0.5,Sectoral_Portfolio,Hold,1998.0,1628.35,INR,,
IN003308,ONGC,Oil & Natural Gas Corp,NSE,Energy,2024-03-07,268.54,272.24,257.87,264.67,271.85,3880628.0,253985.37,57.8,14.74,1.741,0.966,294.37,253.43,2.3,Nifty50_Portfolio,Hold,1495.0,239.95,INR,,
IN002602,POWERGRID,Power Grid Corporation,BSE,Utilities,2023-06-21,247.97,249.27,236.36,241.06,246.6,,232644.82,72.75,6.48,,,338.64,185.62,1.2,Sectoral_Portfolio,Hold,1002.0,223.3,INR,,
IN001126,ADANIENT,Adani Enterprises,NSE,Conglomerate,2024-12-11,2758.43,2980.13,2731.68,2915.37,3019.96,1402768.0,2267058.48,69.61,14.66,1.978,0.955,2961.37,2247.21,0.5,Midcap_Portfolio,Strong Buy,935.0,3044.4,INR,,
IN001242,BAJFINANCE,Bajaj Finance,NSE,NBFC,2023-07-24,6786.34,6988.76,6418.71,6439.29,6543.94,1797272.0,4344051.34,52.7,7.15,2.944,1.824,8822.33,6278.59,3.5,Sectoral_Portfolio,Underperform,497.0,5868.25,INR,,
IN004757,ADANIENT,Adani Enterprises,NSE,Conglomerate,2024-11-25,2934.93,2939.3,2727.17,2803.7,2913.57,3327445.0,2737918.24,48.16,5.64,1.73,1.89,3896.61,1922.4,5.1,Nifty50_Portfolio,Hold,700.0,2581.81,INR,,
IN004198,hcltech,HCL Technologies,NSE,Technology,2023-10-11,1500.66,1533.59,1473.93,1509.17,1465.18,4527788.0,736886.73,77.0,14.16,1.385,0.822,1963.59,1387.91,0.5,Midcap_Portfolio,Strong Buy,1186.0,1693.1,INR,,
IN003712,INFY,Infosys,NSE,Technology,2024-12-19,1504.68,1553.7,1497.56,1518.81,1557.1,2281329.0,535137.4,24.43,10.6,0.043,1.733,1787.75,1079.23,2.3,Midcap_Portfolio,Buy,1031.0,1526.9,INR,,
IN000999,HCLTECH,HCL Technologies,NSE,Technology,2024-01-02,1467.34,1482.98,1437.89,1447.69,1483.09,3473189.0,862204.75,61.85,7.97,1.877,0.855,1683.95,1314.47,5.1,Sectoral_Portfolio,Buy,1553.0,1458.29,INR,,
IN004481,KOTAKBANK,Kotak Mahindra Bank,NSE,Banking,2024-07-17,1740.49,1806.3,1724.39,1769.2,1748.03,1986112.0,1572892.53,37.12,,2.011,1.872,2363.74,1699.06,0.0,Nifty50_Portfolio,,1704.0,1823.42,INR,,
IN002685,SBIN,State Bank of India,NSE,Banking,2022-09-16,605.65,615.86,561.03,578.11,592.62,2339448.0,209782.81,43.17,2.0,3.702,,655.86,519.19,3.5,Nifty50_Portfolio,Hold,1268.0,622.24,INR,,
IN001578,SBIN,State Bank of India,NSE,Banking,2024-01-25,583.44,585.77,541.77,546.87,529.55,3677435.0,486243.54,67.34,6.82,2.133,1.086,749.04,567.83,0.5,Midcap_Portfolio,Buy,1426.0,748.28,INR,,
IN004869,LT,Larsen & Toubro,NSE,Infrastructure,2023-07-27,3130.4,3142.49,3018.66,3030.41,3122.29,2239536.0,1036366.75,,,1.751,1.242,4192.58,1967.77,1.2,Sectoral_Portfolio,,1637.0,3326.14,INR,,
IN001827,HCLTECH,HCL Technologies,NSE,Technology,2021-05-20,1433.6,1488.75,1414.88,1456.94,1412.2,4297415.0,1412835.66,,4.86,1.597,1.269,1955.48,1023.28,5.1,Nifty50_Portfolio,Buy,1000.0,1259.98,INR,,
IN003411,INFY,Infosys,NSE,Technology,2024-04-30,1513.53,1539.49,1468.06,1472.63,1529.02,343629.0,690175.7,47.71,4.46,1.698,1.909,2066.11,1277.34,0.0,Midcap_Portfolio,Hold,934.0,1630.54,INR,,
IN004106,TECHM,Tech Mahindra,NSE,Technology,2020-07-24,1335.19,1445.82,1304.39,1406.18,1380.9,2051276.0,499960.84,44.16,10.08,0.082,1.267,1584.48,877.45,1.2,Nifty50_Portfolio,Buy,781.0,1104.92,INR,,
IN003661,HDFCBANK,HDFC Bank,NSE,Banking,2022-01-14,1570.39,1668.31,1543.39,1633.18,1596.56,,605276.18,25.72,5.66,0.269,1.815,2177.36,1001.65,5.1,Midcap_Portfolio,Strong Buy,1024.0,1545.02,INR,,
IN000441,ICICIBANK,ICICI Bank,NSE,Banking,2020-12-01,974.74,1043.5,956.26,1033.04,1070.51,487919.0,75935.55,78.22,10.03,2.985,0.539,1173.91,730.9,1.2,Sectoral_Portfolio,Hold,669.0,1008.94,INR,,
IN001173,POWERGRID,Power Grid Corporation,BSE,Utilities,2023-06-30,249.36,253.04,227.92,,230.62,1541380.0,246641.17,33.99,12.42,0.524,1.062,329.59,204.73,0.0,Midcap_Portfolio,Hold,1601.0,205.1,INR,,
IN001101,ICICIBANK,ICICI Bank,NSE,Banking,2021-08-31,977.68,1001.29,975.7,976.79,983.39,2798359.0,198899.6,51.93,2.14,0.21,0.926,1307.75,653.74,1.2,Midcap_Portfolio,Strong Buy,422.0,965.15,INR,,
IN002638,TECHM,Tech Mahindra,NSE,Technology,2024-04-15,1318.68,1341.43,1303.85,1327.92,1359.69,3118127.0,203163.13,47.37,10.25,1.485,0.581,1799.08,1232.79,5.1,Midcap_Portfolio,Strong Buy,579.0,1168.3,INR,,
IN001000,TECHM,Tech Mahindra,NSE,Technology,2021-07-29,1273.75,1283.55,1177.87,,1258.0,1941117.0,922118.32,22.67,11.71,1.592,1.9,1475.35,835.96,5.1,Nifty50_Portfolio,Buy,852.0,1449.28,INR,,
IN000650,ULTRACEMCO,UltraTech Cement,BSE,Infrastructure,2023-02-15,9640.82,10373.46,9361.25,10308.33,10451.1,712735.0,1649113.87,24.9,2.38,1.342,0.947,10772.54,8079.21,0.0,Midcap_Portfolio,Hold,1848.0,11506.65,INR,,
IN001547,ULTRACEMCO,UltraTech Cement,BSE,Infrastructure,2020-03-23,9799.32,10449.44,9532.28,10182.87,10345.92,3928233.0,7973534.94,23.56,11.06,3.447,0.745,11717.77,8053.58,0.0,Sectoral_Portfolio,Strong Buy,1339.0,11763.37,INR,,
IN003876,ADANIENT,Adani Enterprises,NSE,Conglomerate,2020-04-24,2773.91,2874.01,2725.9,2794.79,2754.25,2922897.0,1195837.66,73.96,5.51,0.276,0.767,2951.47,2176.72,5.1,Nifty50_Portfolio,Buy,839.0,3048.64,INR,,
IN003686,ADANIENT,Adani Enterprises,NSE,Conglomerate,2022-04-25,2793.57,2864.93,2731.44,2771.69,2809.56,2006933.0,2176171.27,48.41,12.77,0.972,0.559,3718.71,1728.2,0.0,Midcap_Portfolio,Buy,750.0,2981.52,INR,,
IN004021,WIPRO,Wipro,BSE,Technology,2024-09-20,502.32,516.63,542.489475302261,499.97,500.4,2137380.0,399019.23,67.19,3.63,3.785,0.728,569.23,393.02,5.1,Midcap_Portfolio,Strong Buy,727.0,510.2,INR,,
IN003304,MARUTI,Maruti Suzuki,BSE,Automobile,2024-06-27,10423.17,10775.84,10348.73,10600.03,10770.65,1700671.0,6729169.67,56.15,9.79,0.125,1.67,12895.42,8000.1,1.2,Nifty50_Portfolio,Buy,631.0,11720.8,INR,,
IN003872,NTPC,NTPC Limited,NSE,Utilities,2020-04-09,363.1,368.98,358.61,360.11,353.02,,135019.88,14.97,1.91,3.026,0.912,385.54,309.65,2.3,Nifty50_Portfolio,,1641.0,392.43,INR,,
IN000631,ICICIBANK,ICICI Bank,NSE,Banking,2022-08-19,904.09,906.88,870.64,877.82,858.53,1086067.0,521276.68,31.5,12.5,2.315,1.815,1326.44,736.97,1.2,Midcap_Portfolio,Buy,247.0,963.06,INR,,
IN000673,KOTAKBANK,Kotak Mahindra Bank,NSE,Banking,26-09-2022,1727.23,1741.79,1631.0,1647.33,1660.82,3320767.0,,30.61,12.29,1.96,1.233,2274.64,1340.66,5.1,Midcap_Portfolio,Hold,704.0,1387.06,INR,,
IN001250,POWERGRID,Power Grid Corporation,BSE,Utilities,2022-01-24,261.43,271.07,258.09,267.77,276.61,4773219.0,66566.76,55.25,12.95,0.945,0.414,344.77,198.06,0.5,Sectoral_Portfolio,Strong Buy,1543.0,206.21,INR,,
IN000483,HDFCBANK,HDFC Bank,NSE,Banking,2024-12-25,1570.89,1617.52,1558.7,1594.25,1580.82,3194586.0,1252157.52,14.32,13.97,3.579,0.873,1889.92,1367.59,,Sectoral_Portfolio,,196.0,1488.01,INR,,
IN001585,TCS,Tata Consultancy Services,NSE,Technology,2023-03-01,3619.0,3803.41,3528.62,3752.25,3670.79,933068.0,,19.9,5.15,3.508,0.76,4679.62,3277.72,1.2,Sectoral_Portfolio,Buy,1403.0,3810.76,INR,,
IN003188,TCS,Tata Consultancy Services,NSE,Technology,2021-10-19,3374.18,3390.62,3300.34,3348.25,3358.66,56564.0,,78.4,7.34,1.738,0.532,3825.81,2823.15,0.5,Midcap_Portfolio,Strong Buy,724.0,3318.43,INR,,
IN004704,ICICIBANK,ICICI Bank,NSE,Banking,2022-01-19,979.04,982.54,951.1,955.17,986.53,1769459.0,255819.63,26.95,7.5,3.573,0.939,1203.86,772.47,5.1,Sectoral_Portfolio,Buy,711.0,785.06,INR,,
IN003151,NTPC,NTPC Limited,NSE,,2024-06-19,365.93,385.02,356.88,380.38,387.34,496278.0,,,4.47,1.025,1.153,464.73,228.64,2.3,Sectoral_Portfolio,Strong Buy,157.0,366.11,INR,,
IN001463,LT,Larsen & Toubro,NSE,Infrastructure,2024-04-23,3265.8,3349.89,3120.62,3216.74,3292.3,2184625.0,1871302.49,13.59,5.72,1.611,1.783,3516.52,2264.87,1.2,Midcap_Portfolio,Strong Buy,1174.0,2407.06,INR,,
IN004066,BHARTIARTL,Bharti Airtel,NSE,Telecom,2023-12-22,866.1,929.99,863.07,,932.01,4145435.0,280692.56,34.14,13.3,3.517,1.392,1133.11,752.34,1.2,Midcap_Portfolio,Sell,1156.0,1072.63,INR,,
IN003751,NTPC,NTPC Limited,NSE,Utilities,2021-08-17,346.98,351.98,323.34,326.96,335.21,3402709.0,97310.52,33.05,7.72,0.188,1.093,404.73,256.4,0.5,Nifty50_Portfolio,Strong Buy,1660.0,271.32,INR,,
